PO Date,Brand Name,Material Family,Bill Qty
1/2/2024,PHILIPS,Lamps,3
1/2/2024,GE LAMPS,Lamps,35
1/2/2024,VISUAL WORKPLACE INC.,Boards and Easels,1
1/2/2024,KLEIN TOOLS,Screwdrivers and Nut Drivers,1
1/2/2024,GENIE,Lab Equipment,1
1/2/2024,KRYLON,Spray Paints and Primers,6
1/2/2024,APPROVED VENDOR,Conduit Mounting,2
1/2/2024,GE LAMPS,Lamps,40
1/2/2024,GRAINGER,Air Filters,89
1/3/2024,WESTWARD,"Sockets, Bits, and Socket Drive Tools",1
1/3/2024,HUBBELL WIRING DEVICE-KELLEMS,Conduit Fittings,30
1/3/2024,DAYTON,Power Transmission Belts,2
1/3/2024,DEWALT,Fastening Tools and Accessories,1
1/4/2024,FLUKE,Temperature and Humidity Measuring,3
1/4/2024,ANSELL,Gloves and Hand Protection,10
1/4/2024,WEILER,Sanding Discs and Kits,20
1/4/2024,APPROVED VENDOR,Rags and Wipes,8
1/4/2024,DAYTON,Power Transmission Belts,4
1/4/2024,FLUKE,Electrical Power Testing,2
1/4/2024,MAXLITE,Lamps,32
1/4/2024,GROZ,Job Site Lighting,3
1/5/2024,APPROVED VENDOR,Pipe Fittings and Couplings,6
1/5/2024,WEILER,Sanding Discs and Kits,50
1/5/2024,BOSCH,Drilling Accessories,1
1/5/2024,ENERGIZER,Batteries,1
1/8/2024,MILWAUKEE VALVE,Check Valves and Backflow Preventers,1
1/8/2024,SQWINCHER,Portable Coolers and Beverages,2
1/8/2024,MILWAUKEE,Fastening Tools and Accessories,1
1/8/2024,TACO,Pump Controls,2
1/8/2024,ANNIN FLAGMAKERS,"Flags, Flag Poles, and Accessories",2
1/8/2024,MONOPRICE,Data and Communication,10
1/8/2024,DAYTON,HVAC Motors,1
1/8/2024,DAYTON,Power Transmission Belts,15
1/8/2024,DAYTON,Power Transmission Belts,2
1/8/2024,COMPASS,Emergency Lighting and Exit Signs,6
1/8/2024,AMERICAN STANDARD,"Toilets, Urinals and Repair Parts",5
1/8/2024,MONOPRICE,Data and Communication,7
1/8/2024,GRAINGER,Air Filters,89
1/8/2024,PROTO,Fastening Tools and Accessories,2
1/9/2024,KORKY,"Toilets, Urinals and Repair Parts",12
1/10/2024,CENTOCO,"Toilets, Urinals and Repair Parts",12
1/11/2024,BLUE MONSTER,Threadlockers and Gasket Sealants,2
1/11/2024,STANLEY,"Staplers, Tackers, and Accessories",1
1/11/2024,APPROVED VENDOR,"Knives, Hand Saws and Cutting Tools",1
1/11/2024,QUARTET,Boards and Easels,1
1/11/2024,SNAP-LOC,"Panel, Bar and Pipe, and Bucket Trucks",12
1/11/2024,SHOWA,Gloves and Hand Protection,3
1/12/2024,KLEIN TOOLS,Pliers,1
1/12/2024,ADVANCE,Ballasts and Drivers,-2
1/12/2024,GERBER,"Knives, Hand Saws and Cutting Tools",1
1/12/2024,MILWAUKEE,Screwdrivers and Nut Drivers,1
1/16/2024,DIVERSITECH,A/C Refrigeration and Accessories,1
1/16/2024,GRAINGER,"Wet Mops, Squeegees, and Buckets",34
1/16/2024,GRAINGER,Air Filters,48
1/16/2024,APPROVED VENDOR,Pipe Fittings and Couplings,30
1/16/2024,UNGER,Janitorial Carts and Supply Holders,2
1/16/2024,APPROVED VENDOR,Anchors,1
1/16/2024,LITTELFUSE,Fuses,20
1/16/2024,GRAINGER,Tapes,15
1/16/2024,BRYANT,Plugs and Receptacles,15
1/16/2024,APPROVED VENDOR,Washers,1
1/16/2024,ARMSTRONG,Ceiling Tiles and Accessories,2
1/17/2024,APPROVED VENDOR,Screws,1
1/17/2024,CRC,Automotive Chemicals,10
1/17/2024,GE,Starters and Contactors,1
1/17/2024,KESON,Measuring and Layout Tools,3
1/17/2024,DAYTON,Power Transmission Belts,12
1/17/2024,RIB,Relays,-3
1/17/2024,APPROVED VENDOR,Drilling and Holemaking,1
1/18/2024,FERNCO,Pipe Fittings and Couplings,10
1/18/2024,GE LAMPS,Lamps,276
1/18/2024,FLUKE,Temperature and Humidity Measuring,1
1/18/2024,RUBBERMAID COMMERCIAL PRODUCTS,Shelf and Utility Carts,2
1/19/2024,WESTWARD,Wrenches,0
1/19/2024,METRO,Shelving and Storage Racks,8
1/19/2024,APPROVED VENDOR,Pipe Fittings and Couplings,25
1/19/2024,BELL,Electrical Boxes,8
1/19/2024,LIQUID NAILS,Adhesives and Glues,4
1/22/2024,SPEEDAIRE,Pneumatic Hose Fittings and Couplings,1
1/22/2024,DAYTON,Power Transmission Belts,2
1/22/2024,WATTS,HVAC Controls and Thermostats,4
1/22/2024,KOHLER,"Toilets, Urinals and Repair Parts",1
1/22/2024,MILWAUKEE,Electrical Tools,1
1/22/2024,GOJO,Personal Care Products,3
1/22/2024,GRAINGER,Air Filters,-12
1/22/2024,HAM-LET,Tube Fittings,0
1/23/2024,FULHAM,Ballasts and Drivers,3
1/23/2024,GRAINGER,Trash Bags,10
1/23/2024,MCR SAFETY,Gloves and Hand Protection,4
1/23/2024,LENOX,Power Saws and Accessories,5
1/23/2024,INTERMATIC,Switches,15
1/24/2024,JB INDUSTRIES,Air Conditioners and Accessories,3
1/24/2024,APPROVED VENDOR,"Clips, Push Pins, and Rubber Bands",1
1/24/2024,APPROVED VENDOR,"Knives, Hand Saws and Cutting Tools",1
1/24/2024,DIAMOND CRYSTAL,Water Treatment,27
1/24/2024,APPROVED VENDOR,"Document Covers, Displays, and Frames",5
1/24/2024,PHILIPS,Lamps,0
1/24/2024,APPROVED VENDOR,Labware,1
1/26/2024,TOMCAT,Insect and Pest Control,4
1/26/2024,CONDOR,Respiratory,4
1/26/2024,CENTOCO,"Toilets, Urinals and Repair Parts",4
1/26/2024,JOHNSON LEVEL,Measuring and Layout Tools,1
1/29/2024,MONOPRICE,Data and Communication,50
1/29/2024,APPROVED VENDOR,Pipe and Tubing,5
1/29/2024,WEILER,Sanding Discs and Kits,14
1/29/2024,PREMIER,"Brushes, Rollers, and Trays",5
1/29/2024,WERNER,"Ladders, Platforms and Scaffolding",3
1/29/2024,WINTERS,Pressure and Vacuum Measuring,1
1/29/2024,3M AQUA-PURE,Filtration,1
1/29/2024,MAXLITE,Lamps,31
1/29/2024,MILWAUKEE,"Knives, Hand Saws and Cutting Tools",2
1/30/2024,RACO,Electrical Boxes,50
1/30/2024,STONCO,Outdoor Area Fixtures,10
1/30/2024,ITW BUILDEX,Anchors,8
1/31/2024,WHITE-RODGERS,HVAC Controls and Thermostats,4
1/31/2024,GRAINGER,Wire Management,1
1/31/2024,SHUR-LINE,"Brushes, Rollers, and Trays",6
2/1/2024,INGERSOLL RAND,Air Compressor Accessories,10
2/1/2024,TINGLEY,Footwear,10
2/2/2024,BUCHANAN,Wire Connectors,1
2/2/2024,WD-40,Lubricants and Penetrants,-1
2/2/2024,SLOAN,"Toilets, Urinals and Repair Parts",12
2/2/2024,HUBBELL,Plugs and Receptacles,3
2/2/2024,STREAMLINE,Pipe and Tubing,4
2/2/2024,FISKARS,"Knives, Hand Saws and Cutting Tools",1
2/5/2024,WERNER,"Ladders, Platforms and Scaffolding",3
2/5/2024,DAYTON,Power Transmission Belts,4
2/5/2024,ECHO,Lubricants and Penetrants,18
2/5/2024,KLEENGUARD,Eye Protection and Accessories,5
2/5/2024,LITHONIA LIGHTING,Emergency Lighting and Exit Signs,15
2/5/2024,GE LAMPS,Lamps,276
2/5/2024,GRAINGER,Air Filters,0
2/6/2024,HEARTLAND FOOTWEAR,Footwear,1
2/6/2024,APPROVED VENDOR,Batteries,6
2/6/2024,RIDGID,Cutting Fluids and Coolant Systems - Cutting Oils and Additives,1
2/7/2024,RACO,Electrical Boxes,1
2/7/2024,3M,Tapes,5
2/7/2024,APPROVED VENDOR,Washers,1
2/7/2024,TEST PRODUCTS INTL.,Indoor Air Quality,1
2/8/2024,GATORADE,Portable Coolers and Beverages,20
2/9/2024,WESTWARD,Tool Storage,1
2/9/2024,SWINGLINE,"Staplers, Tape Dispensers, and Hole Punches",1
2/12/2024,BLASTER,Automotive Chemicals,11
2/12/2024,AMS,"Liquid, Soil and Solid Samplers",5
2/12/2024,GRAINGER,Wire Management,15
2/12/2024,GRAINGER,Wire Management,0
2/12/2024,BELL & GOSSETT,Circulating Pumps,2
2/12/2024,WERNER,"Ladders, Platforms and Scaffolding",3
2/12/2024,LENOX,"Knives, Hand Saws and Cutting Tools",1
2/12/2024,B-LINE BY EATON,Electrical Boxes,2
2/12/2024,LITHONIA LIGHTING,Indoor Fixtures,12
2/12/2024,HUBBELL,Plugs and Receptacles,1
2/12/2024,APPROVED VENDOR,Felt,1
2/13/2024,GRAINGER,Air Filters,-7
2/13/2024,GRAINGER,Air Filters,118
2/13/2024,APPROVED VENDOR,Lab Equipment,1
2/14/2024,HUBBELL WIRING DEVICE-KELLEMS,Strain Relief,12
2/14/2024,GRAINGER,Trash Bags,11
2/14/2024,KABA ILCO,Door Hardware,3
2/14/2024,WHITE-RODGERS,HVAC Controls and Thermostats,1
2/14/2024,HERCULES,Greases,3
2/14/2024,RACO,Conduit Fittings,30
2/15/2024,DIAMOND CRYSTAL,Water Treatment,27
2/15/2024,NTN,Bearings,2
2/16/2024,HARMSCO,Sourcing or SSI,5
2/16/2024,DURACELL PROCELL,Batteries,1
2/16/2024,LG ELECTRONICS,Appliances,2
2/20/2024,WATTSTOPPER,Sourcing or SSI,2
2/20/2024,VIEGA PROPRESS,Tube Fittings,12
2/20/2024,MCR SAFETY,Gloves and Hand Protection,12
2/20/2024,APPROVED VENDOR,Washers,1
2/20/2024,GRAINGER,Trash Bags,-2
2/20/2024,SNAP-LOC,"Panel, Bar and Pipe, and Bucket Trucks",12
2/20/2024,HOSPECO,Trash Bags,-13
2/20/2024,BELIMO,HVAC Controls and Thermostats,10
2/20/2024,APPROVED VENDOR,Hoses,5
2/20/2024,SLOAN,"Toilets, Urinals and Repair Parts",3
2/20/2024,SLOAN,"Toilets, Urinals and Repair Parts",0
2/20/2024,DEWALT,Demolition Tools and Equipment,1
2/20/2024,SAFTCART,Cylinder Carts and Accessories,4
2/20/2024,GATORADE,Portable Coolers and Beverages,20
2/20/2024,LITHONIA LIGHTING,Emergency Lighting and Exit Signs,6
2/20/2024,GRAINGER,Air Filters,0
2/20/2024,GRAINGER,Air Filters,4
2/20/2024,GE LAMPS,Lamps,21
2/20/2024,CHILL-ITS BY ERGODYNE,Workwear,10
2/20/2024,TORK,Paper Products and Dispensers,5
2/21/2024,STANLEY,"Knives, Hand Saws and Cutting Tools",6
2/21/2024,DAYTON,Power Transmission Belts,5
2/22/2024,KLEIN TOOLS,Screwdrivers and Nut Drivers,2
2/22/2024,APPROVED VENDOR,Conduit Mounting,2
2/22/2024,GRAINGER,Wire Management,15
2/22/2024,INSULTAB,Wire Management,1
2/23/2024,APPROVED VENDOR,Cleaning Chemicals,2
2/26/2024,DEWALT,Finishing Tools,2
2/26/2024,GRAINGER,Wire Management,0
2/26/2024,MILWAUKEE,Pliers,1
2/26/2024,GRAINGER,Paper Products and Dispensers,22
2/26/2024,ABUS,"Latches, Hasps, and Hinges",4
2/26/2024,WOOSTER,Paint and Wallpaper Tools,4
2/26/2024,MILWAUKEE,"Combination Kits, Batteries and Chargers",1
2/26/2024,GLOBE SCIENTIFIC,Lab Instruments,1
2/26/2024,GRAINGER,Air Filters,12
2/26/2024,KLEENGUARD,Respiratory,1
2/26/2024,B/A PRODUCTS CO.,Chain and Chain Accessories,4
2/27/2024,3M,Tapes,3
2/27/2024,APPROVED VENDOR,Traffic Safety,150
2/27/2024,CONDOR,Safety Storage,1
2/28/2024,MILWAUKEE,Pliers,1
2/28/2024,ELKAY,"Water Coolers, Dispensers and Fountains",1
2/28/2024,CONDOR,Gloves and Hand Protection,36
2/28/2024,MILWAUKEE,Fastening Tools and Accessories,1
2/29/2024,ADVANCE,Ballasts and Drivers,-2
2/29/2024,CONDOR,Respiratory,1
2/29/2024,DAYTON,Roof Ventilators,1
2/29/2024,DEWALT,Pressure Washers and Accessories,1
3/1/2024,VIEGA PROPRESS,Tube Fittings,12
3/1/2024,BELIMO,HVAC Controls and Thermostats,10
3/4/2024,DURABOX,Sourcing or SSI,1
3/4/2024,APPROVED VENDOR,Screws,7
3/4/2024,MKT FASTENING,Anchors,1
3/4/2024,DAYTON,Power Transmission Belts,0
3/4/2024,KLEENGUARD,Eye Protection and Accessories,20
3/4/2024,CONDOR,Gloves and Hand Protection,4
3/4/2024,MABIS,Medical Diagnostics and Monitoring Equipment,6
3/4/2024,TENSABARRIER,Access Barriers and Crowd Control,2
3/4/2024,GE LAMPS,Lamps,40
3/4/2024,APPROVED VENDOR,Pipe Fittings and Couplings,3
3/4/2024,DAYTON,Power Transmission Belts,8
3/5/2024,FLUIDMASTER,"Toilets, Urinals and Repair Parts",3
3/5/2024,GE LAMPS,Lamps,0
3/5/2024,TORK,Switches,5
3/6/2024,TORNADO,Sourcing or SSI,4
3/6/2024,GHENT,Boards and Easels,1
3/6/2024,ADVANCE,Ballasts and Drivers,15
3/6/2024,MEDSOURCE,EMT and Rescue Supplies,3
3/6/2024,AMERICAN STANDARD,"Toilets, Urinals and Repair Parts",4
3/6/2024,UEI TEST INSTRUMENTS,Temperature and Humidity Measuring,20
3/7/2024,GRAINGER,Trash Bags,10
3/7/2024,APPROVED VENDOR,Pipe Fittings and Couplings,10
3/7/2024,SPEEDAIRE,Pneumatic Hose Fittings and Couplings,2
3/7/2024,GRAINGER,Trash Bags,10
3/7/2024,HUBBELL,Plugs and Receptacles,3
3/7/2024,AQUAPHOENIX SCIENTIFIC,"Water Quality Meters, Testers, and Test Kits",2
3/7/2024,GRAINGER,Air Filters,0
3/8/2024,PLASTICADE,Sourcing or SSI,50
3/8/2024,TORK,Switches,60
3/8/2024,DIAMOND CRYSTAL,Water Treatment,27
3/8/2024,SLOAN,"Toilets, Urinals and Repair Parts",35
3/8/2024,IDEAL,Data and Communication,1
3/11/2024,SANDSTROM PRODUCTS COMPANY,Sourcing or SSI,24
3/11/2024,TRU-FLATE,Tire and Wheel,3
3/11/2024,APPROVED VENDOR,Screws,1
3/11/2024,DAYTON,Bearings,0
3/11/2024,3M,Tapes,5
3/11/2024,NVENT ERICO,Conduit Fittings,4
3/11/2024,DAYTON,Lift Trucks,1
3/11/2024,HUBBELL,Plugs and Receptacles,1
3/11/2024,REGAL BELOIT,UNCATEGORIZED,2
3/11/2024,CONDOR,Matting,1
3/11/2024,WESTWARD,Power Saws and Accessories,3
3/11/2024,CANTEX,Conduit Fittings,23
3/11/2024,BUSSMANN,Fuses,10
3/11/2024,AKRO-MILS,Shelf and Utility Carts,1
3/11/2024,KLEIN TOOLS,Electrical Power Testing,2
3/11/2024,GRAINGER,Air Filters,72
3/11/2024,ALLIED TUBE & CONDUIT,Conduit,75
3/11/2024,APPROVED VENDOR,Garden Hoses and Sprinkler Systems,1
3/11/2024,PHILIPS,Lamps,97
3/12/2024,WESTWARD,Ergonomics,3
3/12/2024,PHILIPS,Lamps,0
3/13/2024,DAYTON,Power Transmission Belts,12
3/13/2024,RUBBERMAID COMMERCIAL PRODUCTS,Food Service Cookware and Preparation,2
3/13/2024,GRAINGER,Air Filters,68
3/13/2024,BLACK FLAG,Insect and Pest Control,6
3/14/2024,SPEEDAIRE,Compressed Air Treatment,1
3/15/2024,3M,Tapes,4
3/15/2024,DAYTON,Power Transmission Belts,6
3/18/2024,SHOWA,Gloves and Hand Protection,2
3/18/2024,APPROVED VENDOR,Pipe Fittings and Couplings,25
3/18/2024,APPROVED VENDOR,File Folders and Boxes,1
3/18/2024,INGERSOLL RAND,Air Compressor Accessories,10
3/18/2024,LUCKY LINE PRODUCTS,Key Control & Identification,8
3/18/2024,BELIMO,HVAC Controls and Thermostats,1
3/18/2024,DAYTON,Power Transmission Belts,3
3/18/2024,SOUTHWIRE,Wire and Cable,2
3/18/2024,NIBCO,Tube Fittings,20
3/18/2024,TOUGH GUY,Doors and Windows,4
3/18/2024,GRAINGER,Air Filters,-2
3/18/2024,GRAINGER,Air Filters,180
3/18/2024,SPRAYON,Cleaning Chemicals,2
3/18/2024,PILOT,Writing and Correction,1
3/18/2024,SHOP-VAC,Cleaning Equipment and Vacuum Cleaners,1
3/18/2024,BDG,Gloves and Hand Protection,1
3/19/2024,SPEEDAIRE,Pneumatic Hoses,2
3/19/2024,ABUS,Padlocks,4
3/19/2024,TEST PRODUCTS INTL.,Indoor Air Quality,2
3/20/2024,APPROVED VENDOR,Pipe Fittings and Couplings,28
3/20/2024,WERNER,"Ladders, Platforms and Scaffolding",2
3/21/2024,SLOAN,"Toilets, Urinals and Repair Parts",21
3/21/2024,GRAINGER,Trash Bags,11
3/21/2024,APPROVED VENDOR,Dollies and Movers,4
3/21/2024,ANTI-SEIZE TECHNOLOGY,Threadlockers and Gasket Sealants,5
3/22/2024,DIAMOND CRYSTAL,Water Treatment,28
3/22/2024,3M,Tapes,1
3/22/2024,GE LAMPS,Lamps,34
3/22/2024,VISUAL WORKPLACE INC.,Boards and Easels,1
3/22/2024,GRAINGER,Air Filters,36
3/22/2024,VICTORINOX SWISS ARMY,"Knives, Hand Saws and Cutting Tools",1
3/22/2024,MONOPRICE,Data and Communication,30
3/25/2024,PHYSICIANSCARE,First Aid and Wound Care,1
3/25/2024,APPROVED VENDOR,Hose Clamps,1
3/25/2024,NU-CALGON,Air Conditioners and Accessories,10
3/25/2024,GRAINGER,Wire Management,15
3/25/2024,EMERSON,HVAC Controls and Thermostats,1
3/25/2024,CARSON,Security Management and Law Enforcement,4
3/25/2024,SAWSTOP,Power Saws and Accessories,1
3/25/2024,MCR SAFETY,Gloves and Hand Protection,1
3/25/2024,CHICAGO FAUCETS,"Faucets, Hose Bibs and Hydrants",7
3/25/2024,CHICAGO FAUCETS,"Faucets, Hose Bibs and Hydrants",10
3/25/2024,GRAINGER,Air Filters,0
3/25/2024,HUSKY RACK & WIRE,Shelving and Storage Racks,15
3/25/2024,OHAUS,Scales and Scale Accessories,1
3/25/2024,MCR SAFETY,Face Protection,2
3/26/2024,ARMSTRONG,Ceiling Tiles and Accessories,3
3/26/2024,RUBBERMAID COMMERCIAL PRODUCTS,Platform Trucks and Accessories,1
3/26/2024,GE LAMPS,Indoor LED Light Fixtures,26
3/27/2024,HALLOWELL,Shelving and Storage Racks,2
3/27/2024,HARRIS,Soldering,1
3/27/2024,APPROVED VENDOR,Plastics,4
3/27/2024,SOUTHWIRE,Wire and Cable,2
3/27/2024,FLUIDMASTER,"Toilets, Urinals and Repair Parts",20
3/27/2024,3M,Fire Protection,2
3/27/2024,APPROVED VENDOR,Pipe Fittings and Couplings,3
3/28/2024,COMPASS,Emergency Lighting and Exit Signs,1
3/28/2024,SQUARE D,UNCATEGORIZED,1
3/28/2024,ANNIN FLAGMAKERS,"Flags, Flag Poles, and Accessories",6
3/28/2024,RIDGID,Indoor Air Quality,1
3/29/2024,GRAINGER,Flashlights,3
4/1/2024,MCR SAFETY,Gloves and Hand Protection,12
4/1/2024,HUSKY RACK & WIRE,Shelving and Storage Racks,21
4/1/2024,SIMPLE GREEN,Cleaning Chemicals,4
4/1/2024,SOUTHWIRE,Wire and Cable,3
4/1/2024,SOUTHWIRE,Wire and Cable,3
4/1/2024,APPROVED VENDOR,Rags and Wipes,7
4/1/2024,GREAT PAPERS,Office Paper and Notebooks,5
4/1/2024,GRAINGER,Air Filters,-7
4/1/2024,SLOAN,"Toilets, Urinals and Repair Parts",35
4/1/2024,DEWALT,Cut-Off and Grinding Wheels,16
4/2/2024,APPROVED VENDOR,Hand Trucks,4
4/2/2024,SHURTAPE,Tapes,12
4/2/2024,BELL,Electrical Boxes,10
4/2/2024,MAXLITE,Outdoor Area Fixtures,30
4/2/2024,ALBEO,Indoor Fixtures,5
4/3/2024,ALL PARTITIONS PARTS,Sourcing or SSI,10
4/3/2024,CONDOR,Rainwear,3
4/3/2024,GE LAMPS,Lamps,-3
4/3/2024,WESTWARD,Screwdrivers and Nut Drivers,1
4/3/2024,MERSEN,Fuses,6
4/3/2024,STANLEY,Measuring and Layout Tools,1
4/3/2024,DUPONT,Chemical and Particulate Protective Clothing,2
4/3/2024,MICROFRIDGE,Appliances,1
4/4/2024,UNGER,"Brooms, Brushes and Dust Pans",3
4/4/2024,GRAINGER,Trash Bags,10
4/4/2024,ACCU-SCOPE,Lab Equipment,1
4/4/2024,RUST-OLEUM,Spray Paints and Primers,12
4/5/2024,BURNDY,Wire Connectors,5
4/5/2024,DIAMOND CRYSTAL,Water Treatment,27
4/5/2024,SLOAN,"Toilets, Urinals and Repair Parts",3
4/5/2024,FERNCO,Pipe Fittings and Couplings,10
4/8/2024,GRAINGER,Air Filters,12
4/8/2024,APPROVED VENDOR,Pipe Fittings and Couplings,16
4/8/2024,NVENT CADDY,Electrical Boxes,2
4/8/2024,GRAINGER,Trash Bags,-2
4/8/2024,TB WOODS,"Shaft Couplings, Collars, and Universal Joints",4
4/8/2024,HOSPECO,Trash Bags,-12
4/8/2024,APPROVED VENDOR,Anchors,7
4/8/2024,APPROVED VENDOR,Lockers,2
4/8/2024,RACO,Conduit Fittings,10
4/8/2024,INTERMATIC,Timers,1
4/8/2024,GRAINGER,Air Filters,0
4/8/2024,GRAINGER,Air Filters,0
4/8/2024,GRAINGER,Air Filters,0
4/8/2024,GRAINGER,Air Filters,40
4/8/2024,GRAINGER,Air Filters,63
4/8/2024,MILWAUKEE,Gloves and Hand Protection,6
4/9/2024,APPROVED VENDOR,Wire Cloth,1
4/9/2024,STONCO,Outdoor Area Fixtures,10
4/10/2024,DAYTON,Power Transmission Belts,4
4/10/2024,GUARDIAN,Fall Protection,1
4/10/2024,PROTO,Screwdrivers and Nut Drivers,2
4/10/2024,SAFTCART,Gas Welding Equipment and Accessories,1
4/11/2024,DAP,Adhesives and Glues,1
4/11/2024,LITTELFUSE,Fuses,10
4/11/2024,ANNIN FLAGMAKERS,"Flags, Flag Poles, and Accessories",2
4/11/2024,CHICAGO FAUCETS,Shut-Off Valves,2
4/11/2024,PHILIPS,Lamps,0
4/12/2024,SIEMENS,Starters and Contactors,1
4/12/2024,SOUTHWIRE,Extension Cords and Outlet Strips,2
4/12/2024,APPROVED VENDOR,Washers,2
4/12/2024,SQWINCHER,Portable Coolers and Beverages,2
4/12/2024,APPROVED VENDOR,Pipe Fittings and Couplings,25
4/12/2024,HUBBELL WIRING DEVICE-KELLEMS,Strain Relief,6
4/12/2024,SLOAN,"Toilets, Urinals and Repair Parts",38
4/12/2024,WELD-ON,Threadlockers and Gasket Sealants,9
4/15/2024,NIBCO,Tube Fittings,4
4/15/2024,APPROVED VENDOR,Garden Hose Fittings and Couplings,5
4/15/2024,UNITED,Labware,2
4/15/2024,"PACIFIC HANDY CUTTER, INC","Knives, Hand Saws and Cutting Tools",1
4/15/2024,HALLOWELL,Lockers,1
4/15/2024,MONOPRICE,Data and Communication,3
4/15/2024,SAFETY TECHNOLOGY INTERNATIONAL,Security Alarms and Warnings,1
4/15/2024,FLEXIDUCT,Extension Cords and Outlet Strips,2
4/15/2024,SHURTAPE,Tapes,11
4/15/2024,CONDOR,Workwear,5
4/15/2024,APPROVED VENDOR,Sanding Discs and Kits,8
4/15/2024,GRAINGER,Air Filters,-2
4/15/2024,3M,Adhesives and Glues,1
4/15/2024,KLEIN TOOLS,Screwdrivers and Nut Drivers,1
4/15/2024,KLEIN TOOLS,Screwdrivers and Nut Drivers,1
4/16/2024,SKF,Bearings,2
4/16/2024,KISSLER,Gas and Water Line Connectors,14
4/16/2024,MEGAPRO,Screwdrivers and Nut Drivers,1
4/17/2024,ADVANCE,Ballasts and Drivers,-1
4/18/2024,RIDGID,Plumbing Tools,1
4/18/2024,APPROVED VENDOR,Pipe Fittings and Couplings,4
4/18/2024,KLEENGUARD,Eye Protection and Accessories,20
4/18/2024,GRAINGER,Trash Bags,10
4/18/2024,DAYTON,Hand Trucks,3
4/18/2024,APPROVED VENDOR,Storage Bins and Containers,12
4/18/2024,APPROVED VENDOR,Storage Bins and Containers,3
4/18/2024,MILWAUKEE,Finishing Tools,1
4/19/2024,DIAMOND CRYSTAL,Water Treatment,27
4/19/2024,LITHONIA LIGHTING,Emergency Lighting and Exit Signs,15
4/19/2024,SLOAN,"Toilets, Urinals and Repair Parts",2
4/19/2024,ANSELL,Gloves and Hand Protection,1
4/19/2024,SCHNEIDER,Push Buttons,2
4/19/2024,APPROVED VENDOR,Pipe and Tubing,1
4/22/2024,DAP,"Caulks, Sealants, and Fillers",1
4/22/2024,DAYTON,Power Transmission Belts,1
4/22/2024,APPROVED VENDOR,Screws,1
4/22/2024,MCR SAFETY,Gloves and Hand Protection,11
4/22/2024,GRAINGER,Wire Connectors,1
4/22/2024,ANNIN FLAGMAKERS,"Flags, Flag Poles, and Accessories",3
4/22/2024,HUBBELL,Plugs and Receptacles,4
4/22/2024,SQUARE D,Distribution,1
4/22/2024,GE LAMPS,Lamps,35
4/22/2024,KORKY,Restroom Equipment,3
4/22/2024,ONSRUD,Milling,2
4/22/2024,ABILITY ONE,Computer Supplies and Media,30
4/22/2024,HUBBELL,Plugs and Receptacles,11
4/22/2024,HUBBELL,Plugs and Receptacles,40
4/22/2024,WESTWARD,Wrenches,1
4/22/2024,GRAINGER,Air Filters,30
4/22/2024,KEYSTONE TECHNOLOGIES,Indoor Fixtures,6
4/22/2024,GRAINGER,Air Filters,0
4/22/2024,BRADY,Identification Products,2
4/23/2024,HONEYWELL,Switches,12
4/23/2024,PHILIPS,Lamps,23
4/24/2024,RACO,Electrical Boxes,1
4/24/2024,APPROVED VENDOR,Wire Management,1
4/24/2024,FLUIDMASTER,"Toilets, Urinals and Repair Parts",5
4/25/2024,KLEENGUARD,Eye Protection and Accessories,16
4/25/2024,APPROVED VENDOR,Task Lights,2
4/25/2024,ARMSTRONG,Ceiling Tiles and Accessories,3
4/25/2024,GRAINGER,Air Filters,32
4/26/2024,CANTEX,Enclosures,6
4/29/2024,ELKAY,Filtration,1
4/29/2024,DAYTON,Power Transmission Belts,5
4/29/2024,VIEGA PROPRESS,Tube Fittings,10
4/29/2024,HYDE,Dispensing Guns,4
4/29/2024,VISUAL WORKPLACE INC.,Boards and Easels,1
4/29/2024,VIEGA PROPRESS,Tube Fittings,5
4/29/2024,FERNCO,Pipe Fittings and Couplings,20
4/29/2024,3M,Tapes,10
4/29/2024,BUCKET BOSS,Tool Storage,3
4/29/2024,APPROVED VENDOR,Dispensing Guns,1
4/29/2024,GRAINGER,Air Filters,2
4/29/2024,GRAINGER,Air Filters,12
4/29/2024,PHILIPS,Lamps,30
4/29/2024,SIEMENS,HVAC Controls and Thermostats,2
4/30/2024,OHIO MEDICAL,Sourcing or SSI,6
4/30/2024,CHERNE,Pipe and Test Plugs,18
4/30/2024,APPROVED VENDOR,HVAC Controls and Thermostats,7
4/30/2024,STACK-ON,Safes,1
4/30/2024,WATTS,Pressure and Temperature Control Valves,1
4/30/2024,DAYTON,Roof Ventilators,1
4/30/2024,SPEEDAIRE,Pneumatic System Components,2
5/1/2024,NU-CALGON,Air Conditioners and Accessories,4
5/1/2024,APPROVED VENDOR,Pipe Fittings and Couplings,27
5/1/2024,CLAUSS,"Knives, Hand Saws and Cutting Tools",1
5/1/2024,GE LAMPS,Lamps,70
5/1/2024,GRAINGER,Air Filters,-8
5/1/2024,ALLIED TUBE & CONDUIT,Conduit,74
5/2/2024,APPROVED VENDOR,Bathroom Hardware,7
5/2/2024,GRAINGER,Trash Bags,11
5/2/2024,ADVANCE,Ballasts and Drivers,45
5/2/2024,LASCO,Pipe Fittings and Couplings,8
5/3/2024,OMRON,Push Buttons,2
5/3/2024,DIAMOND CRYSTAL,Water Treatment,28
5/6/2024,GE LAMPS,Lamps,-40
5/6/2024,MILWAUKEE,Power Saws and Accessories,3
